,Endothelial_Sham,Endothelial_MCAO,Astrocyte_Sham,Astrocyte_MCAO,Microglia_Sham,Microglia_MCAO,Oligodendrocyte_Sham,Oligodendrocyte_MCAO,Pericyte_Sham,Pericyte_MCAO
GM13596,0.00027312883,0.0002419946,0.011319753,0.004340983,0.00029926357,0.0,0.0,0.0,0.0,0.0
CERS6,0.005323561,0.015825514,0.05690226,0.10171793,0.040209252,0.07743066,0.007956528,0.019058883,0.007636393,0.025289496
NOSTRIN,0.9958374,1.1043743,0.08146877,0.11395615,0.0799237,0.093633704,0.08217758,0.117785536,0.14007118,0.19731396
SPC25,0.004360151,0.0047801323,0.014794199,0.009073791,0.008826195,0.02056071,0.005230928,0.0062531354,0.004739596,0.0052434816
DHRS9,0.0,0.00016303548,0.012436316,0.011848429,0.00025191152,0.0013222566,0.0,0.0,0.0,0.0016752586
LRP2,0.00010017581,0.0002737243,0.0022736215,0.0017703369,0.0,0.00020070311,0.0,0.0,0.0,0.0
BBS5,0.03497895,0.031620983,0.087837026,0.05765738,0.02535319,0.029743973,0.044182353,0.032745726,0.037788138,0.03720207
KLHL41,0.00065896305,0.00030963327,0.0019960531,0.00028519053,0.00033893512,0.0007059127,0.0014857521,0.0,0.0,0.0
FASTKD1,0.01755722,0.026711367,0.020588964,0.019597884,0.014119982,0.022095062,0.024723431,0.027325012,0.02214234,0.016066445
PPIG,0.45459205,0.48543936,0.26915094,0.37807217,0.32629082,0.43328252,0.43536454,0.40879244,0.44466725,0.43070522
CCDC173,0.013899361,0.014256471,0.0684881,0.038204197,0.022557836,0.015360921,0.03137907,0.019692512,0.025512602,0.013538768
PHOSPHO2,0.11193026,0.10620479,0.09287821,0.10439232,0.14808385,0.114705615,0.11898399,0.12810269,0.09763467,0.10831495
KLHL23,0.0141067,0.013705765,0.02056287,0.014601264,0.017918495,0.01169989,0.0064830678,0.009341737,0.21998699,0.20380159
SSB,0.58538324,0.66028714,0.43316495,0.5213982,0.508014,0.65537405,0.58608246,0.56515807,0.5479262,0.65166605
METTL5,0.13114803,0.13754211,0.11344662,0.11737036,0.17702968,0.1847836,0.17950106,0.17175546,0.12648623,0.14292212
METTL5OS,0.0047088144,0.00401465,0.0089172125,0.004482675,0.0064790766,0.005900764,0.0,0.0017646671,0.0023808442,0.0049487883
UBR3,0.09475155,0.07748045,0.095907696,0.07352194,0.05697543,0.052417435,0.13255991,0.12878914,0.10589728,0.088613145
MYO3B,0.0,0.0004037801,0.0004908671,0.00014443038,0.0,0.00019576069,0.0,0.0,0.0,0.0
SP5,0.025004344,0.019093145,0.010857843,0.009224662,0.0017368324,0.0016410559,0.0045092404,0.006075297,0.009875075,0.0080450345
GAD1OS,0.00017561216,0.00038353808,0.0013052226,0.0017013344,0.0,0.00023927275,0.0,0.0013004788,0.0,0.0
ERICH2OS,0.0011355921,0.0014296304,0.0054127825,0.0038066208,5.9860868e-05,0.00032141784,0.0,0.0,0.00063915504,0.0020411506
ERICH2,0.0033770485,0.0066813696,0.063633874,0.031917635,0.002068399,0.0011664175,0.0019229354,0.0022499836,0.0026188095,0.0
GAD1,0.0009673152,0.0016687186,0.00511992,0.004029153,0.0008357829,0.0006910169,0.002009899,0.0006144569,0.0008329823,0.0010159558
GM26558,0.0006837324,0.001085022,0.0006459628,0.0013805043,0.00021806882,0.00040457858,0.0017364833,0.0021266115,0.0011781408,0.0037306172
GORASP2,0.1953143,0.22283398,0.1776048,0.20935151,0.22551574,0.30760926,0.30982488,0.34231788,0.25423774,0.24855883
TLK1,0.08759986,0.08340982,0.05718643,0.060439948,0.0669604,0.061970986,0.06525875,0.06133352,0.08097727,0.06441614
METTL8,0.025246719,0.025630923,0.02284232,0.024765346,0.03673559,0.036885384,0.054783564,0.056346558,0.010752815,0.018450053
DCAF17,0.13967985,0.13059501,0.09339513,0.1099599,0.14307678,0.11928129,1.2220638,0.7692877,0.11627056,0.11272222
CYBRD1,0.0007431862,0.00085631094,0.01308868,0.012581114,0.00019937796,0.0008729534,0.0016687386,0.004055371,0.0026774257,0.0015650967
DYNC1I2,0.9740943,0.7875107,0.61181873,0.58264273,0.8129695,0.6512681,1.2923529,0.93473685,0.8916491,0.8265573
SLC25A12,0.050771367,0.06224612,0.12199656,0.11747938,0.041592475,0.05637917,0.13255826,0.13683672,0.097834125,0.079602286
HAT1,0.1183794,0.14295019,0.16221476,0.15951654,0.13001299,0.24441195,0.08407806,0.10374048,0.11129958,0.11284521
METAP1D,0.046322677,0.045548353,0.102878615,0.07341061,0.071211405,0.08845866,0.13888776,0.11566556,0.07706583,0.059688408
DLX1AS,9.709262e-05,0.00017382207,0.0007302372,0.0,0.0,0.00014951885,0.0,0.0,0.0,0.0
DLX1,0.00096666085,0.0013834182,0.009078813,0.007915864,0.0016579469,0.0014318518,0.0014857521,0.0009345615,0.0032777376,0.0017018788
DLX2,0.00030787077,0.0007058413,0.008816679,0.009076863,0.0006856176,0.0010181755,0.0030974436,0.0038006827,0.001545029,0.00029450888
PLATR26,0.0001269842,0.00012542396,0.0,0.00015887248,0.0,0.0,0.0,0.0,0.0,0.0
ITGA6,0.60099167,0.5953821,0.15485783,0.17368527,0.42125624,0.323932,0.07100781,0.0857821,0.0997479,0.11877071
GM17250,0.0002185762,0.00021405275,0.0028929363,0.00019375747,0.0013947289,0.0,0.0,0.0,0.0,0.0
PDK1,0.060490966,0.049700666,0.07427837,0.07462435,0.2424878,0.12565015,0.023481574,0.031982977,0.059190363,0.04263549
RAPGEF4,0.75361794,0.40801492,0.06783608,0.05085004,0.0221239,0.01938937,0.03523699,0.044175908,0.4274495,0.2698019
RAPGEF4OS2,0.000970321,0.0006112973,0.0014886368,0.0016787916,0.0003722782,0.00035995588,0.0,0.0,0.0,0.0005308573
RAPGEF4OS3,0.0,0.00038629235,0.0012855752,0.0008833114,0.00041102443,0.0,0.0,0.0011217842,0.00086611754,0.0007622732
ZAK,0.18635045,0.124444015,0.045792013,0.049865544,0.035879128,0.03661342,0.039635237,0.040392186,0.77256644,0.49893844
CDCA7,0.055100504,0.08078403,0.031322144,0.027232757,0.072141305,0.06392481,0.0055990405,0.0127154775,0.023641061,0.02279123
6430710C18RIK,0.0012621977,0.0049830684,0.001099413,0.00031584635,0.00037918746,0.0,0.0,0.0006623128,0.0,0.0009567984
SP3,0.20818765,0.24438402,0.1089405,0.107815415,0.119826354,0.13645406,0.10348545,0.10760162,0.16814667,0.18194427
SP3OS,0.09940953,0.10466696,0.2018873,0.13313043,0.09092232,0.075681165,0.13831082,0.08621901,0.14675172,0.12684447
OLA1,0.10959959,0.16305876,0.14573352,0.15472636,0.10731753,0.20762438,0.17075518,0.1798542,0.113606825,0.15477753
SP9,0.0007071948,0.0020237486,0.005389685,0.0063533946,0.00087900145,0.000469883,0.0016893565,0.0,0.0,0.0014834122
CIR1,0.3612495,0.27638173,0.20892279,0.19439125,0.25350478,0.15124843,0.56665534,0.41011408,0.33986533,0.3074367
SCRN3,0.05073923,0.040059872,0.0410062,0.033094518,0.04768435,0.032298934,0.07579933,0.07803546,0.054554388,0.04140218
GPR155,0.08925681,0.04937123,0.045533553,0.027723648,0.17536163,0.049566656,0.2706305,0.17734672,0.04531872,0.025239114
GM13703,0.0005196581,0.00073881575,0.0018640266,0.001538207,0.00022642077,0.00014391849,0.0,0.0,0.0,0.0
GM13709,0.00012790518,5.0878723e-05,0.0,0.00027649623,0.00034856718,0.00070102036,0.0,0.0007405975,0.0,0.0
WIPF1,0.04123437,0.05072112,0.071061745,0.109271176,0.13369472,0.10968859,0.11500183,0.10153576,0.09582829,0.08051882
CHRNA1,0.00013337318,0.0,0.0,0.00016465157,0.0,0.0,0.0,0.0,0.0,0.00021467516
CHRNA1OS,0.001895297,0.0022696906,0.0416921,0.020384336,0.0030737729,0.003132346,0.010643549,0.0021071027,0.020891737,0.024188599
CHN1OS3,0.00025151353,0.0004891898,0.004969349,0.0006351969,0.00027119362,0.0005147088,0.0,0.0,0.0,0.0
CHN1,0.0053865854,0.007533197,0.10476155,0.045487422,0.004461317,0.0048727165,0.015326528,0.01320353,0.16205935,0.14967021
CHN1OS1,0.00022188979,0.00015874722,0.00045183147,0.00013170093,0.0,0.0,0.0,0.0,0.0,0.0003654497
ATF2,0.11458854,0.10132871,0.09659022,0.08621145,0.0951236,0.083517246,0.15908137,0.1196059,0.14890738,0.12414163
GM10822,0.000127872,0.00039093196,0.0,0.0001290889,0.0,0.0001522209,0.0,0.0,0.0,0.00097331265
ATP5G3,0.55020314,0.54590017,1.288299,0.94750655,0.35367176,0.5404733,0.73289925,0.60422295,1.0079998,0.7054561
LNP,0.042735077,0.042689074,0.059509665,0.060421545,0.06554719,0.090405546,0.15947413,0.11846248,0.085052826,0.07667946
HOXD9,0.0,0.00022351895,0.0,0.00021896174,0.0,0.00017678314,0.0,0.0,0.0,0.0002909287
HOXD3OS1,0.001483286,0.0010055698,0.00010307302,0.00024308855,0.0,0.0,0.0,0.0,0.0,0.0
HOXD8,0.00035169753,0.00017413497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00065522036
HOXD4,0.00026351545,0.0002454986,0.0,0.0,0.0005093233,0.0,0.0,0.0,0.0,0.0
HAGLR,0.0002487789,0.00047232737,0.0,0.0,0.0,0.0,0.012402243,0.004404402,0.0,0.0
HOXD1,0.0,0.0,0.0,0.0002946552,0.0,0.0,0.005984493,0.0034765597,0.0,0.0
MTX2,0.20956114,0.24317296,0.29532447,0.27116454,0.19411266,0.2601862,0.30643407,0.2743035,0.20714937,0.19701028
2600014E21RIK,0.0,0.0,0.00032434647,0.0,0.0,0.0,0.0,0.0,0.0012260015,0.00046569036
HNRNPA3,1.1752498,1.4797279,0.9022236,1.1824259,0.85168713,1.456263,0.8687112,0.9409388,1.1971447,1.3722441
NFE2L2,0.39036587,0.4656623,0.3602396,0.4902924,0.68873894,0.7478501,0.24988255,0.28320798,0.24667516,0.31315935
GM13656,0.0,0.0,0.0,0.00042742532,0.00021232724,0.0,0.0,0.0,0.0,0.0
AGPS,0.055607624,0.0564985,0.067518756,0.07025037,0.15356734,0.09988962,0.09167793,0.06638406,0.041698948,0.044676095
TTC30B,0.023635034,0.022328004,0.102691896,0.06422829,0.022024749,0.014367785,0.073936515,0.047201287,0.03432419,0.031008119
TTC30A2,0.0024395208,0.0016132991,0.0,0.0004507609,0.0064242557,0.0037145207,0.0,0.0005285425,0.0,0.0012898516
TTC30A1,0.009865283,0.012295401,0.026314588,0.016188027,0.025843572,0.02390418,0.009912819,0.011880179,0.008403781,0.006476922
PDE11A,0.00011775195,0.00024770395,0.00086608797,0.0010965794,0.0002303765,0.00042082896,0.0,0.0,0.0,0.0
CYCT,0.00010024857,0.0,0.00022214424,0.00014665573,0.0,0.0,0.0,0.0,0.0,0.0
RBM45,0.017380407,0.014082828,0.023834879,0.01636744,0.01663982,0.013162273,0.026792198,0.016703272,0.021693582,0.014833232
OSBPL6,0.023789171,0.0163318,0.027848909,0.018109517,0.002090284,0.0025649548,0.020650268,0.017149955,0.020317715,0.014425492
PRKRA,0.15021612,0.12783329,0.11854612,0.09994509,0.1331576,0.08432703,0.10193113,0.066404596,0.12087103,0.11409913
DFNB59,0.00017042957,0.000115799136,0.0,0.00043755677,0.00045586197,0.000118359836,0.0,0.0,0.0,0.0
FKBP7,0.19548273,0.17760116,0.079847544,0.055909038,0.16229193,0.06842664,0.050889987,0.038780786,0.24416818,0.23362575
PLEKHA3,0.049716037,0.040773064,0.04385181,0.030543063,0.027347224,0.024032734,0.022997621,0.018094542,0.087139376,0.06461419
TTN,0.0040660575,0.003359104,0.0016234585,0.0020822966,0.00066606596,0.00045164552,0.0016535447,0.0035121355,0.0008613027,0.0008698272
CCDC141,0.87302256,1.1093343,0.19896099,0.20469756,0.07289778,0.109765425,0.09723527,0.15422812,0.19127293,0.3008445
SESTD1,0.050800927,0.038303737,0.021047894,0.030479323,0.00541299,0.012473213,0.01377656,0.017816674,0.055579368,0.06438381
ZFP385B,0.00032198406,0.0005258217,0.0142189395,0.011018751,0.00032076833,0.000714418,0.0,0.0014705097,0.0,0.0
CWC22,0.058170516,0.059560727,0.03492866,0.045757096,0.04488159,0.061902862,0.039467257,0.03758272,0.05637969,0.05548156
4930440I19RIK,0.00010437407,0.00012816724,0.0,0.00058673404,0.0,0.0,0.0,0.0,0.0,0.0
UBE2E3,0.54523945,0.47161317,0.3962554,0.35547584,0.40212086,0.32556313,0.6318867,0.4977031,0.48269114,0.4360954
ITGA4,0.030862207,0.030643798,0.047269356,0.06736708,0.01867471,0.021389108,0.016205758,0.011559433,0.113182984,0.12435775
CERKL,0.0058461986,0.005113078,0.0042376793,0.0035610737,0.001426606,0.0010141652,0.0,0.00068144436,0.0062483577,0.007864444
NEUROD1,0.0,0.0,0.0014234523,0.0005312985,0.0,0.0,0.0,0.0013206347,0.0,0.0
SSFA2,0.13616592,0.097454876,0.1107777,0.12661438,0.0978068,0.0771167,0.06601927,0.0659367,0.11151079,0.084969155
PPP1R1C,0.00028255815,0.0001270906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE1A,0.003439235,0.0078021977,0.014992213,0.014078548,0.0042662197,0.009107479,0.0034243036,0.016460024,0.4926333,0.48692977
PRDX6B,0.00053792825,0.0,0.0024612346,0.0007296595,0.00021864688,0.00015295594,0.0,0.0,0.0,0.0
DNAJC10,0.27190968,0.28369054,0.1189826,0.108270176,0.07288981,0.102196984,0.12352421,0.108834505,0.260458,0.25195503
FRZB,0.0036786867,0.011276432,0.037880454,0.018955644,0.0025120457,0.0019345832,0.010386773,0.0060962806,0.015549223,0.009950713
NCKAP1,0.2518036,0.23971196,0.18515764,0.12773581,0.024411157,0.027900415,0.15831183,0.17071413,0.19886425,0.17578575
DUSP19,0.053176805,0.05556365,0.0514205,0.043662004,0.037943345,0.053954817,0.18798842,0.14757535,0.07174239,0.05976372
NUP35,0.07966948,0.07547179,0.06853981,0.05741545,0.061442878,0.06369338,0.11963373,0.10992572,0.06527619,0.07269101
ZFP804A,0.0,0.00012432496,0.0003247297,0.00016465157,0.0,0.0,0.0,0.0009930371,0.0,0.0
FSIP2,0.0,0.0,0.0,0.00045481737,0.0,0.0001411271,0.0,0.0,0.0,0.0
ZC3H15,0.3079814,0.33759484,0.3068646,0.3134252,0.25205335,0.32969368,0.36192393,0.35005164,0.36343992,0.34951776
ITGAV,0.049562857,0.073067375,0.19051397,0.1782185,0.18071002,0.14462733,0.14904802,0.16365415,0.20317818,0.18356904
FAM171B,0.015949247,0.0354532,0.36203602,0.30234465,0.01305704,0.023674203,0.76428217,0.6442166,0.014730177,0.039011225
CALCRL,0.12872626,0.08439974,0.020008631,0.015724033,0.048864543,0.022268968,0.0133229345,0.009690497,0.06287192,0.042540893
TFPI,0.116526216,0.13505873,0.030558042,0.040776856,0.16744637,0.27491587,0.021109695,0.032834146,0.22151601,0.30647814
GM13710,0.0013770505,0.0,0.0008299876,0.00064084947,0.021422643,0.0044238614,0.0032410617,0.002535657,0.0021723174,0.0010919916
CTNND1,0.18669888,0.16094895,0.076093964,0.07197777,0.10476494,0.08720946,0.08450333,0.09882072,0.1598389,0.12587221
BTBD18,0.0002894762,7.2952265e-05,0.0,0.0,0.00023352838,0.0,0.0,0.0,0.0,0.0
2700094K13RIK,0.27440402,0.23561,0.19141056,0.14228195,0.15731955,0.17239779,0.2607388,0.19677012,0.18587151,0.13684045
TMX2,0.28518665,0.33664435,0.4758488,0.36606383,0.2789576,0.3335673,0.68136054,0.5442486,0.24594976,0.2565881
MED19,0.20483044,0.21558121,0.17855187,0.1337423,0.1306827,0.16454598,0.21814995,0.21346812,0.11965655,0.13968797
ZDHHC5,0.031612925,0.03828286,0.036704857,0.03862562,0.035700623,0.039682813,0.023151174,0.04165237,0.042832848,0.042506028
CLP1,0.07588721,0.072968766,0.052332852,0.06508863,0.10263251,0.093203,0.05710479,0.059296954,0.059020013,0.05621344
YPEL4,0.00031105793,0.0005805255,0.0026177496,0.0026780937,0.0,0.0010252648,0.009041909,0.021857087,0.008236823,0.016525412
GM19426,0.0054116175,0.006577762,0.04151724,0.01831681,0.0023848675,0.0017011254,0.002324313,0.0018219661,0.040880095,0.026128978
SERPING1,0.016108247,0.029027868,0.041894242,0.07653767,0.013548452,0.02881588,0.011076836,0.040871628,0.8119984,0.93269694
UBE2L6,0.432182,0.32882112,0.15777965,0.19700329,0.2552728,0.20525663,0.057743657,0.068293095,0.23526457,0.22260052
TIMM10,0.08816733,0.12556271,0.2096169,0.19952089,0.13924743,0.23529653,0.1303942,0.16841204,0.10607806,0.13457377
SLC43A1,0.00017783356,0.001571835,0.0027544657,0.0010672581,0.0063056033,0.0067819264,0.0,0.0007598855,0.0112785315,0.016624393
SLC43A3,0.02919487,0.03692273,0.020839818,0.021278884,0.009644849,0.023003763,0.0018164018,0.0117451325,0.020676784,0.025122583
P2RX3,0.00019426864,0.00028797405,0.0015466479,0.00014656018,0.0,0.00044095784,0.001976005,0.000795078,0.0,0.0
SSRP1,0.29540604,0.3686922,0.15641467,0.20574178,0.20183866,0.31605238,0.20709834,0.2626509,0.28515708,0.34498972
TNKS1BP1,0.059540834,0.061472055,0.030016227,0.024014028,0.017150696,0.013247114,0.0090248855,0.018862732,0.13451509,0.11875192
APLNR,0.029824458,0.021945717,0.0022065162,0.0015510076,0.0013771805,0.0016766598,0.0013697295,0.0,0.0047553238,0.0016283713
GM13713,0.0007375883,0.0007189727,0.0,0.00074676744,0.0031253218,0.002292895,0.0,0.0016948858,0.0,0.00029779892
LRRC55,0.0,0.0001999347,0.0,0.0,0.00019286727,0.0002608401,0.0,0.0,0.0011634794,0.0
GM13715,0.00025159202,0.00032704553,0.0,0.00017861546,0.00020329889,0.0,0.0,0.0,0.0,0.0007883601
PTPRJ,0.04843608,0.0638767,0.049537487,0.09180975,0.21790065,0.19367741,0.024225552,0.05239873,0.031714723,0.04752332
4933423P22RIK,0.0029417768,0.0035436018,0.0019604154,0.0018230279,0.009539969,0.0067763845,0.0,0.0034396192,0.0,0.0016610215
NUP160,0.02175725,0.028060129,0.017367955,0.015463266,0.010612076,0.021980038,0.01849782,0.022334049,0.026892379,0.025283923
FNBP4,0.09633165,0.0875177,0.08545472,0.09188933,0.095980294,0.099824846,0.06912361,0.078951046,0.08645871,0.08035055
AGBL2,0.00083407894,0.0007200746,0.015533432,0.00944541,0.0013567525,0.0011853713,0.010821666,0.0034068027,0.00073369814,0.0019275534
MTCH2,0.36893848,0.42838797,0.50516516,0.52975744,0.33473334,0.434933,0.63793224,0.6502915,0.46878937,0.46187797
C1QTNF4,0.031774852,0.022034965,0.07314544,0.033854116,0.0037197894,0.0030621707,0.01406823,0.0067810286,0.036124736,0.02049176
NDUFS3,0.5317385,0.5725258,0.8613753,0.7420696,0.51965564,0.5950934,0.6524742,0.5882648,0.69746387,0.63410765
KBTBD4,0.07237698,0.065331295,0.0707627,0.05769716,0.06243365,0.053836804,0.07145034,0.080314256,0.042438924,0.051864594
CELF1,0.22877717,0.24712673,0.19848163,0.20335671,0.2738029,0.23550212,0.17779502,0.18271646,0.40693456,0.3493716
RAPSN,0.00946106,0.0055673043,0.020560952,0.010783471,0.13527827,0.05359542,0.016525261,0.010361876,0.0478672,0.022760358
PSMC3,0.76829547,0.8723349,0.67114776,0.6913638,0.5509669,0.7752912,0.9537535,0.8838161,0.81123906,0.9494308
SLC39A13,0.08093844,0.08494089,0.11087589,0.08659867,0.07229314,0.0732273,0.089473754,0.070470326,0.10976233,0.09613325
SPI1,0.09460505,0.14281006,0.3310588,0.71719354,1.391203,1.2789485,0.10439173,0.14851353,0.089197055,0.1326438
MYBPC3,6.3178e-05,0.00024191572,0.0006743851,0.0014954817,0.0019521071,0.005053406,0.0,0.0,0.000651525,0.0
MADD,0.040063992,0.033105236,0.03166679,0.03655813,0.066638105,0.03380711,0.021019138,0.018393787,0.025971947,0.030887932
NR1H3,0.02531811,0.029301818,0.029151408,0.05250517,0.0063481582,0.018131012,0.009938027,0.010806414,0.14134979,0.19102655
ACP2,0.07942667,0.08309507,0.13123064,0.124759555,0.36216572,0.24461971,0.11374776,0.078021474,0.09724069,0.08901558
DDB2,0.024082348,0.02104408,0.034681574,0.020600466,0.024043426,0.018828409,0.046067048,0.029921154,0.021783141,0.027246207
A330069E16RIK,0.014915212,0.018797545,0.018996757,0.021772442,0.01893737,0.035029452,0.0882163,0.055560958,0.039258253,0.028025668
GM17281,0.0,0.00034258908,0.0005604439,0.00033168928,0.00021294747,0.0,0.0,0.00059904903,0.009985216,0.0040293876
PACSIN3,0.017655516,0.021209648,0.16736482,0.107647784,0.01570274,0.016082993,0.29505906,0.18353617,0.20268962,0.17738609
ARFGAP2,0.29845172,0.29148924,0.191003,0.21190625,0.33554152,0.3107699,0.44178084,0.38197652,0.3073229,0.31278706
1110051M20RIK,0.05931628,0.055698708,0.14374892,0.09300852,0.045491565,0.039726846,0.27682188,0.17566474,0.06499579,0.055464365
LRP4,0.018583775,0.017026247,0.11747986,0.06045333,0.016648777,0.016286684,0.10852179,0.085766785,0.016028663,0.016304376
CKAP5,0.06023769,0.067992054,0.17586084,0.14785424,0.038998168,0.055852775,0.16770884,0.21307984,0.07766773,0.064198636
F2,0.010936115,0.0065588634,0.006150855,0.0041384944,0.017282248,0.0115827825,0.005453905,0.012813029,0.00539428,0.0044913976
ZFP408,0.019516362,0.015824996,0.015383151,0.014821414,0.030093987,0.017656647,0.014077807,0.011875726,0.023952136,0.017479759
ARHGAP1,0.09687307,0.10540129,0.07907583,0.08426876,0.08860516,0.11329275,0.057358626,0.08123308,0.29690537,0.25004378
ATG13,0.072511025,0.069413275,0.06781361,0.05314785,0.04643186,0.043652944,0.095577024,0.08941385,0.13069515,0.09786224
HARBI1,0.037067603,0.03544968,0.02239976,0.019799547,0.041408647,0.037612677,0.025978055,0.036506023,0.051591687,0.033973232
AMBRA1,0.03737886,0.035401497,0.037524637,0.037271265,0.03744282,0.035875365,0.043910302,0.05135794,0.051752098,0.0477529
MDK,0.017716106,0.027800815,0.38330397,0.2384295,0.013248417,0.032458983,0.013483935,0.03462235,0.1416599,0.11052993
DGKZ,0.11402326,0.12721737,0.07402581,0.16045433,0.20457655,0.3778276,0.08318082,0.10831583,0.16825554,0.14419854
GM9821,0.0007723083,0.0010130897,0.0005713822,0.00067662535,0.0009026051,0.0012665646,0.0013366306,0.0,0.0,0.00046381558
CREB3L1,0.0046320157,0.006031472,0.046214025,0.037834555,0.0122227995,0.02520968,0.0035729886,0.0042929193,0.016098082,0.029202338
2900072N19RIK,0.0,0.000117058495,0.0,0.00039497318,0.0,0.0,0.0,0.0,0.0,0.0
PHF21A,0.09127501,0.07811384,0.109545276,0.09309857,0.10394405,0.077173315,0.13613875,0.11603807,0.12955494,0.09943646
GYLTL1B,0.0005362212,0.0005587715,0.017672814,0.0102746105,0.0008524138,0.0003009868,0.0,0.0,0.0,0.0
PEX16,0.116577245,0.12571292,0.15228365,0.16061395,0.11755518,0.15522474,0.23287344,0.21722041,0.10053018,0.118680716
1700029I15RIK,0.0034804016,0.002937349,0.0046371752,0.0029060086,0.0017324372,0.004204718,0.008249407,0.0059084715,0.0026467284,0.004537076
MAPK8IP1,0.022138773,0.031099865,0.15043621,0.10127333,0.01797844,0.022116998,1.4203501,1.0920429,0.110129,0.077504165
CRY2,0.058292195,0.034039404,0.14316423,0.09748399,0.034641467,0.024677813,0.08680802,0.08196523,0.1221372,0.086385556
SLC35C1,0.016508773,0.022863913,0.028046126,0.033492904,0.05267171,0.055679403,0.027027406,0.024874242,0.016488798,0.020683497
GM13814,8.701408e-05,0.00022480689,0.0013551101,0.00087610795,0.00043841824,0.0,0.0009423352,0.0,0.0,0.0
CHST1,0.018430624,0.07858162,0.29394737,0.17310652,0.042061802,0.05585795,0.013625648,0.020404931,0.030546885,0.0433457
SYT13,0.0001665862,0.0003605407,0.0013348963,0.0011910301,0.0,0.00013961963,0.0,0.0,0.0,0.0003470572
PRDM11,0.017513944,0.016621698,0.012466776,0.012527541,0.024455925,0.0145589225,0.0038451925,0.005632897,0.04176862,0.032034907
TRP53I11,0.018808132,0.06582324,0.01916076,0.028958624,0.031168675,0.020537114,0.009742658,0.011388057,0.4613925,0.2915641
TSPAN18,0.028921437,0.018581167,0.01761563,0.0071290056,0.040571805,0.010331528,0.0018652491,0.004245106,0.011416249,0.007227198
CD82,0.11857118,0.17513736,0.35219693,0.31430304,0.6409116,0.29986325,1.2428963,1.0398685,0.57484615,0.4325661
ALX4,0.0010268926,0.0006031738,0.0033840504,0.0012354662,0.0011885937,0.0008263092,0.0017462138,0.0,0.04875452,0.034965903
EXT2,0.2135602,0.22931889,0.122826725,0.11627745,0.19596137,0.1718162,0.15847018,0.14744678,0.2625201,0.274732
ACCS,0.012757617,0.012267179,0.021860907,0.023444423,0.14897615,0.053110294,0.01004363,0.00964612,0.0348131,0.03625995
ACCSL,6.359499e-05,0.000105856794,0.0007500034,0.0,0.00022266842,0.0,0.0,0.0,0.0025667655,0.0029718634
GM13889,0.015784284,0.036649656,0.02828431,0.05125503,0.04639664,0.056562167,0.09499805,0.10495095,0.8856932,1.2201679
ALKBH3,0.092461035,0.08775775,0.087834574,0.083711,0.109281294,0.123205,0.116021454,0.08781509,0.09810877,0.078262255
HSD17B12,0.20607682,0.38851243,0.45984894,0.5159198,0.37573022,0.84708816,0.6178883,0.7579594,0.17228745,0.29032004
E530001K10RIK,0.0006929413,0.0013610728,0.03249815,0.015209252,0.00046269153,0.00095990475,0.0,0.00056381803,0.0033626955,0.0032474494
TTC17,0.047387995,0.040818535,0.03383827,0.03833695,0.050531533,0.054530147,0.061987285,0.05040505,0.0536262,0.04295289
API5,0.18871675,0.18706009,0.11757975,0.15937419,0.16156235,0.19087794,0.17020516,0.18851149,0.18766074,0.18857771
LRRC4C,0.0012692832,0.0026285772,0.032242943,0.02001949,0.0012096422,0.0025447598,0.08030397,0.05876052,0.014586608,0.020262126
GM10801,0.00026521736,0.0031382956,0.0007483966,0.0028457083,0.00066790637,0.004320579,0.0018501979,0.0038018872,0.00084436056,0.0068962188
GM10800,0.0030666345,0.017895347,0.005228471,0.020470291,0.0024532643,0.01997118,0.0019220591,0.023255594,0.0040906817,0.019223103
B230118H07RIK,0.1759963,0.14661996,0.32128704,0.21595821,0.10904279,0.111997336,0.5347774,0.38489997,0.19665745,0.17336194
TRAF6,0.08269733,0.04714977,0.049457468,0.042966332,0.112530775,0.050932154,0.18839657,0.072834976,0.06480342,0.03464929
PRR5L,0.24368209,0.12934665,0.0562562,0.041845948,0.053522613,0.057305165,0.6742043,0.5430008,0.1528923,0.10729016
GM13905,0.0,0.0001343473,0.0,0.0,0.0,0.0,0.0148276705,0.011379126,0.0,0.0
COMMD9,0.15720984,0.16906485,0.24695586,0.19917102,0.2705231,0.2993885,0.44358194,0.42369762,0.15632875,0.15696453
LDLRAD3,0.46419185,0.26471916,0.10955578,0.06701357,0.049447525,0.03128554,0.20943074,0.1251915,0.26279137,0.1427365
GM13919,0.00011823887,0.00023044171,0.0,0.0,0.00021607401,0.0003184638,0.014521429,0.004201058,0.0,0.0
GM13920,7.2247996e-05,0.0,0.0,0.0,0.00043038867,0.00027599034,0.0036084116,0.0007048327,0.0,0.00074494636
TRIM44,0.07105446,0.07003665,0.06059809,0.051835105,0.06544788,0.06404862,0.12274249,0.124137074,0.12610261,0.1098958
FJX1,0.010715161,0.018852456,0.30371353,0.1774379,0.0065948125,0.012223217,0.014847414,0.038167387,0.049855433,0.038370453
PAMR1,0.004810383,0.0031884874,0.06343024,0.02580346,0.0023678131,0.0011359644,0.004747741,0.003356777,0.012713407,0.008853175
